id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
LtkOv5ZJcK2WP3ZikfAt-w,Customer_5079,2013-03-20 20:41:47,⭐⭐⭐⭐,"Best place within walking distance from my hotel.  It's a pretty modern and happening place, with a cool feel to it.

I really was looking for a good salad, and was pleasantly surprised with my Junk Salad (romaine, salami, shrimp, olives, pepperoncini, hearts of palm, grape tomato, cucumber, blue cheese, champagne dijon vinaigrette).  This was a super tasty salad.

I came back 4 days later and had the burger and sweet potato ships.  Burger was pretty good, and my only complaint was that the chips were a little on the salty side.  Brush some of the salt off and it was good.",Uptown,Tavern,55.54,12.78,23.0,3,56-65,Prefer not to say,
4HJRzQemA9xT715cltgJtQ,Customer_6117,2012-09-14 20:15:35,⭐⭐⭐,"The simply-named Tavern offers up some mighty simple comfort food pleasures (White Trash hash, anyone?) and elevated junk food game bites. 

That said, I'm not sure this is quite the weekend brunch place for me, due to the TVs providing all of the background noise. I'm not a fan of big TVs blaring games -- to me, this is the worst kind of ambiance. BUT... for those of you seeking a place to watch local sports and cheer on with a crowd, Tavern is the spot for you, especially if your tastes are a bit more high brow than your typical nachos. I mean, they have nachos, but Tavern's come with pistachio and goat cheese. Nice! 

I'd easily return on a non game day (or even to sit on the shaded side patio) for more of that White Trash Hash. Think tater tot casserole. I mean, really. Goodbye hangover. The egg white omelet I had was kinda blah, as the tomatoes made it seem extra watery.The ""Wicked"" Bloody Mary was hardly wicked, more like gentle, despite the vodka being infused with pickled things that you'd hope for on your glass. They don't automatically garnish the way you'd think. Or at least the way a New Orleanian would think. I mean... just a lime? Nu uh. Our very lovely server came out with some olives for us, which was nice. But a Bloody without beaucoup d' garnish is a naked Mary, indeed.

Extra props for three bottles of hot sauces on the table, marked X, XX and XXX. Go for the orangey habanero, as it's the tastiest of the bunch (it might be the XX). Don't be fooled by the warnings. They are there for the bland American palate.",Uptown,Tavern,103.39,20.19,19.5,4,,Male,Mixed
5TH0csKR1Rarx0CXTdoFGg,Customer_1807,2017-05-03 13:52:56,⭐⭐,"I used to go to tavern pretty frequently over the past few years and was SHOCKED at the experince last night. A friend and I ordered the bazooka toast - described as ""bazooka guacamole/bread/smoked salmon/fried egg/arugula"" for a hefty $16! When we got our food we were floored... one piece of bread covered in a sort of smoked salmon spread... a far cry from the fresh slices of smoked salmon that one would expect from that description. Really disappointing, it looked and smelled like canned salmon or cat food? Really weird ...it should be described differently on the menu!",Uptown,Tavern,25.47,5.05,19.8,4,56-65,Female,African American
r6bGzYOXNhVMAtwSoomGRQ,Customer_8827,2016-01-30 05:37:42,⭐⭐⭐⭐,"One of my favorite spots in town. Burger is amazing, good vibe, nice staff. Go-to gastro pub for sure.",Uptown,Tavern,35.96,0.0,0.0,2,65+,Prefer not to say,Caucasian
fwQV8AisKOza40TYkGQS3w,Customer_2287,2015-09-03 00:28:46,⭐⭐⭐⭐⭐,"Just stopped in for drinks. Staff was great, never felt rushed. Food passing by smelt and looked awesome. May be coming back tomorrow.",Uptown,Tavern,50.7,7.85,15.5,1,65+,Male,Asian
96YWbWWyWcKY26a8CVm2yQ,Customer_9811,2015-12-06 22:18:31,⭐⭐⭐,,Uptown,Tavern,27.2,6.39,23.5,3,56-65,Prefer not to say,Asian
L3M-tEgYRCOVb-0_NtU7bw,Customer_3060,2013-08-18 06:21:52,⭐⭐,"Well, the concept seems cool....but, not great service. The waitress forgot our drinks - we has finished our appetizer and they had not arrived, so we cancelled them. We tried to order 1 of the 3 late night dinner entrees they offered, but they were all out. Umm, bummer. We left and I don't think we will be back.",Uptown,Tavern,15.04,3.44,22.8,2,56-65,Non-binary,Mixed
YBG_ucuXZkpBqHqZNkDMuQ,Customer_8954,2016-07-16 04:47:45,⭐⭐⭐⭐,"A good place. Kind of on the loud side, but a nice place. Fried chicken skins were superior. Rest of food was good and waitress was fairly attentive and kind of tuned in. Not a place to go if you're in a hurry.",Uptown,Tavern,56.96,10.26,18.0,8,18-25,,Native American
orRnnLxzfGs9Ityz0YK-dw,Customer_5894,2015-11-09 04:53:47,⭐⭐⭐⭐,,Uptown,Tavern,83.23,13.77,16.5,3,56-65,Non-binary,African American
MHkuq7PaK-xUYlYNDuwqDA,Customer_7144,2018-03-06 03:45:51,⭐⭐⭐⭐,Tavern is a great place to grab a late night bite. The menu has a lot of variety. I really enjoy the kale salad and all their fries. The s'mores dessert is also really fun and unique! Definitely worth checking out if you're in midtown Nashville.,Uptown,Tavern,33.44,7.0,20.9,1,36-45,,Other
clSTQLuLu11UhwSPKEtToA,Customer_6355,2018-05-11 21:48:59,⭐⭐⭐⭐⭐,"Excellent service, has air conditioning which is great in the south, my favorite was the chicken chicharrón ""chicharrón"" good location in the block is the best one!",Uptown,Tavern,40.6,11.79,29.0,3,36-45,Female,Caucasian
OTyZuYfiZX7Db0kW9rz-Sg,Customer_6091,2017-03-06 17:57:03,⭐⭐⭐,,Uptown,Tavern,81.97,11.72,14.3,4,,Non-binary,
THSSMvs_0sJCVgm2NcLpHQ,Customer_6569,2016-10-02 03:12:29,⭐,,Uptown,Tavern,23.09,4.72,20.4,3,18-25,,
07_1NYdAGlQrTW9vQZ4EgQ,Customer_6054,2013-04-17 05:02:53,⭐⭐⭐⭐,,Uptown,Tavern,35.82,7.86,21.9,2,26-35,Female,Caucasian
5WeRW1JcJ21CJ0h4WV-uUg,Customer_5228,2011-10-31 21:09:42,⭐⭐⭐⭐,"One of the best burgers in Nashville, definitely the best 'upscale' burger I've found, and some really nice well-mixed drinks to go with them. The crowd gets a bit overrun with frat-types on Friday and Saturday nights, but it's a great place for a lunch or weeknight drink/dinner.",Uptown,Tavern,73.07,17.02,23.3,2,46-55,Female,African American
Qs-Fy0zfyvVsWVLqqy-iCg,Customer_6513,2012-06-26 14:19:06,⭐⭐⭐⭐,,Uptown,Tavern,49.69,8.82,17.7,1,18-25,Male,Other
2WzD_io0SaFWKZYOuveLqA,Customer_6685,2016-06-23 02:56:16,⭐⭐⭐⭐⭐,Great burgers!  Still full in the morning with a meat hangover.  Fries were excellent too.  Service was good.  Busy night but felt taken care of.  Highly recommend.,Uptown,Tavern,57.87,11.93,20.6,2,18-25,Male,Other
jwF-5vDFksWqlzJ9aFFEJQ,Customer_3966,2018-02-24 02:22:51,⭐⭐⭐⭐⭐,"My husband and I are visiting Nashville from Chicago (go cubs). We have been to tavern once before last year and my husband fell in love with the chickenooga drink. So in love that tavern was our first stop back in town. Well, one chickenooga into the night and there was an issue with the keg equipment making this drink unavailable. The manager soon came over with a substitute option replacing the beer. They very well could have just said ""too bad"" but went way above and beyond and made my husband content. Great food too but the servic is well above the rest!",Uptown,Tavern,42.21,14.77,35.0,4,46-55,Prefer not to say,
fAZ3e6jOEseEBYJOn8m8zw,Customer_6177,2017-08-10 23:37:18,⭐⭐⭐⭐,Was not too much a fan of some of the food. The Lamb was not lamb have no clue why it was. However the staff is very nice and the drinks were great.,Uptown,Tavern,38.22,8.47,22.2,1,46-55,Male,Hispanic
mvx8moqhiNUL-nxQuEYERA,Customer_5115,2012-09-14 23:35:27,⭐⭐⭐⭐,"We totally blew off all Nashville brunch recommendations just because the menu at Tavern looked so good. Risky move, bucking the suggestions of former residents and frequent visitors, but I'm happy to report it paid off handsomely. I looove the set-up of the restaurant. There's a covered/open air area, a bar area with some booths and high-top tables, then a cozy area ""upstairs"" overlooking the action so to speak. It basically has a seating location for whatever your mood. Very cool. The brunch menu was almost impossible to choose from. Our eyes went directly to the red velvet waffle with cream cheese drizzle. We're not big sweets for breakfast folks but we do love our desserts. But the inevitable was sure to occur, eat brunch and be too full - rule of thumb - order your sweets at the same time as your meal if you're determined to try something. So we did.... I opted for the benedict uno which was fantastic. Tender braised short ribs on an english muffin with perfectly cooked poached eggs and a Tabasco hollandaise. Soooo incredibly good and the hollandaise was the perfect combination of buttery and spicy. Excellent. I will say, if you don't love hollandaise you would be put off - my plate was literally swimming in sauce (arm floaties and all...) I gobbled it up but it turned my wife off from trying it (note to self, don't bath in hollandaise.) My wife opted for the The Nooner which is an omelet with bacon, fried oysters and a spicy sour cream, served with ""white trash hash"" (basically a heavily hashbrown casserole.) So back to the red velvet wafftle....we didn't finish it....I know...I know....we tried and we did a pretty good job, but we just couldn't. It was super good although almost not quite done in the middle, but tasty nonetheless. Good service, good food, great atmosphere (would love to watch a game here and snack my way through the day.) Can't wait to return!",Uptown,Tavern,28.13,6.64,23.6,4,56-65,Prefer not to say,Caucasian
NUgiGdT9H6-r_kj1hsMtuQ,Customer_9795,2014-01-18 17:38:20,⭐,"Went on a friend's birthday for a birthday dinner and had a very bad experience. A very long wait despite having reservations, and then it took forever just to get a drink from the bar. The food was very, very disappointing--I ordered the lettuce wraps and left hungry. We split a few appetizers, including the crudite/hummus plate--I was just shocked at how overpriced it all was. This is definitely for the yuppie set that doesn't mind spending $ on mediocre food.",Uptown,Tavern,31.29,1.21,3.9,4,46-55,,Other
4LJZNEPBT3QiAU0FqIU-2g,Customer_3094,2013-02-22 18:15:55,⭐⭐⭐,"I've only been to Tavern once and it was for Sunday brunch. 
My friend and I wanted somewhere close to our church (Midtown 12South) and she suggested Tavern because she said the brunch food was good. I wasn't too sure about the meal I ended up ordering...you know how you have those days where you teeter back and forth between what to order and then end up just blurting out a choice and don't really know if you're ok with what you said? Well...this one of those times, so it might have skewed my verdict. The food was good, but it wasn't my favorite. The 2for1 brunch drinks helped a bit. 

I might would go back and try some lunch food and see how that is. But for now, it's just A-ok in my book.",Uptown,Tavern,27.18,2.06,7.6,2,18-25,Female,Mixed
TNgy0o_Bw8JvyEgvrSsKGg,Customer_1223,2018-08-17 11:15:11,⭐⭐⭐⭐⭐,Everything is wonderful at The Tavern!!!!. The service is outstanding. The seafood choices are plentiful. The skillet bread is  so so good! I love the portion size..just right. The Chocolate chip cookie skillet dessert is super super delicious! We have gone on a Sunday night a few times a it's semi- quiet and it's a delightful Sunday meal.,Uptown,Tavern,56.05,19.62,35.0,4,46-55,Female,Other
MHkuq7PaK-xUYlYNDuwqDA,Customer_3688,2018-03-06 03:45:51,⭐⭐⭐⭐,,Uptown,Tavern,14.65,2.92,19.9,3,46-55,Male,African American
3YsZ4NZsrLIWs2Tp92dCUA,Customer_3697,2011-12-01 00:19:01,⭐⭐⭐⭐⭐,,Uptown,Tavern,14.83,1.98,13.4,5,56-65,Non-binary,Asian
u1wLsg-BqrPBsyo75_w57A,Customer_8843,2015-05-15 23:29:04,⭐⭐⭐⭐⭐,,Uptown,Tavern,27.84,5.8,20.8,3,46-55,Non-binary,Other
N0VzM4PsaMp9HLY2u9dBPw,Customer_9721,2014-04-21 03:51:31,⭐⭐⭐⭐⭐,,Uptown,Tavern,101.96,18.78,18.4,2,56-65,Non-binary,African American
Sw1F45atmHECRc0hc7BpRQ,Customer_4810,2017-10-14 22:52:04,⭐⭐⭐⭐,"Tavern has a nice variety of healthy options. They have a large section titled ""yolks"" which consists of the many different and funky ways you can serve an egg (we had one with salmon in an omelette and it was delicious). We also had the ""trail mix"" which consisted of bulgur, quinoa, and other healthy perks... a great way to start the morning. 2/1 brunch libations - I would recomend the Cucumber Mary.",Uptown,Tavern,38.06,2.86,7.5,1,36-45,Non-binary,Native American
KNtUqjW0kPMDzq178KadfQ,Customer_8032,2016-05-07 15:24:13,⭐⭐⭐⭐⭐,So cute! A must stop on your Nashville adventure!!! Cutest drinks and brunch spot. I got the red sangria and an egg white and fruit brunch. My friends for mimosas. We are all so happy!,Uptown,Tavern,63.32,8.62,13.6,1,65+,Non-binary,Native American
5TH0csKR1Rarx0CXTdoFGg,Customer_3386,2017-05-03 13:52:56,⭐⭐,"I used to go to tavern pretty frequently over the past few years and was SHOCKED at the experience last night. A friend and I ordered the bazooka toast - described as ""bazooka guacamole/bread/smoked salmon/fried egg/arugula"" for a hefty $16! When we got our food we were floored... one piece of bread covered in a sort of smoked salmon spread... a far cry from the fresh slices of smoked salmon that one would expect from that description. Really disappointing, it looked and smelled like canned salmon or cat food? Really weird ...it should be described differently on the menu!",Uptown,Tavern,13.52,2.92,21.6,2,,Male,Hispanic
7XFuiaM0hVmdnlhJfV2gHA,Customer_9048,2016-07-25 13:51:42,⭐⭐⭐⭐⭐,"My 8 friends and I came here during our visit to Nashville because of good reviews we heard from friends who visited - they did not disappoint. Tavern was a great brunch spot and they were able to accommodate our large group fairly easily. The service was awesome, relaxed and friendly staff all around. The food was phenomenal - We split almost every app on the menu, all very good. I had the special taco scramble and it was one of the best egg dishes I've had in a while. The ""white trash hash"" that came with it was delicious and a twist on the classic hashbrowns. All in all I would come back here and would recomand to anyone visiting.",Uptown,Tavern,213.39,30.87,14.5,2,56-65,Male,
rwTVjtPHfSAc5411N4aDHg,Customer_4379,2015-07-18 02:01:27,⭐⭐⭐⭐,"Came for brunch on Fathers Day, packed!  We were able to get a spot at the bar right away and ate there. Food was above average and the bartenders were quick and attentive.",Uptown,Tavern,58.41,5.27,9.0,2,36-45,Female,
75H1aBmdeTCy6TYUKHhg4g,Customer_3780,2018-08-24 20:33:25,⭐⭐,"PSA: Just go for the 2 for 1 drink special at brunch and white trash hash. The atmosphere is trendy. Everything else is not worth the wait! We arrived at 11am on a Friday for brunch, was told the wait was 20 mins. We did not get seated until 11:50a. Food is average. I will say the nachos were good but nothing outstanding. The biscuits came out cold. A ""side"" of bacon is $5 dollars and you get seriously 2 slices. Service was very very slow. Wouldn't recommend unless you have 3.5 hours or more to kill for brunch.",Uptown,Tavern,38.15,9.43,24.7,4,46-55,Non-binary,Caucasian
uoAV36WSfBbVY77wIxX1fw,Customer_2102,2017-04-08 16:52:58,⭐⭐⭐⭐⭐,"Food was so good! Great music, good casual or event atmosphere. Came here for a group birthday dinner. Their white sangria was amazing",Uptown,Tavern,85.91,12.31,14.3,2,46-55,Female,Caucasian
nqYD4jZI4sI_wBPcI5vu5w,Customer_4184,2015-08-31 22:11:44,⭐⭐⭐⭐⭐,"Place was awesome! Went here for my birthday & I had a large party of 12, they included gratuity with the bill. But the waitress was very nice! Good music & environment. I will definitely be coming to this place again!!!",Uptown,Tavern,41.93,7.67,18.3,3,56-65,Female,Mixed
8hBiPbwlO6aKuGhkpj_20g,Customer_9241,2017-03-18 19:34:46,⭐⭐⭐,,Uptown,Tavern,51.89,9.36,18.0,1,36-45,,Asian
ehERpSrCfnmQbBplpytufQ,Customer_2701,2014-01-17 01:08:16,⭐⭐⭐⭐,"First time back to Nashville since I was in high school, and can't believe I haven't been back sooner! Here at Vanderbilt for a class, and kept passing by the Tavern on my way to campus each morning... Had an inticing, rustic, downtown Manhattan look to it. So I put it on my list of places to check out. I looked here in Yelp, and saw it had great reviews. I came in for dinner tonight, and immediately noticed the reclaimed wood door, wrought iron, and alternative rock playing. I knew it would be a great place. I sat at the bar, as I was here by myself, and immediately got a menu and was offered a drink. I had the 1920, which was a little stout, but better than weak, am I right? I ordered the lamb tacos, Tennessee tavern fries, and cinnamon roll bread pudding. Tacos were small, but honestly a decent portion considering how much meat was on them. They were hot out of the kitchen, and the roasted peanuts gave it great crunch. Now, the Tennessee tavern fries ... Sweet potato fries with a touch of cinnamon and sugar, with jalapeño ketchup. Shut the front door, these were to die for. Light and airy, arrived in a mini frying basket with abundant portions. The ketchup was amazing, and I definately asked for more. The cinnamon roll bread pudding was a muffin size portion, with vanilla ice cream, homemade whip, and caramel sauce. Great flavor, not overwhelming. Service was fantastic, and even met some fun people! Highly recommend this place. I'll be coming back for sure.",Uptown,Tavern,39.96,8.77,21.9,6,65+,Prefer not to say,
VqICh9JO97h5NTs8W5wjzQ,Customer_6658,2014-07-28 01:49:33,⭐⭐⭐⭐,"Service was ok, but the food was excellent. Nothing against our sweet server, but she was alone on a 20 person table - really? I completely blame that one on management! Buffalo cauliflower was awesome and the chicken skewers were so so good! Everyone had a wonderful time! Ambiance was so fun!",Uptown,Tavern,48.01,16.8,35.0,2,36-45,Non-binary,Mixed
K6PCShQxniv8LuDPuEnKxQ,Customer_9711,2017-05-27 04:05:35,⭐⭐,"Drinks were strong! Guacamole and fries were excellent. Beef short rib tacos were like chewing on a tire. Mahi sandwich was overcooked and super fishy. Tried this place a few years ago, never came back but thought we would give it another shot. Probably won't be back, maybe for guacamole and fries. Our server was awesome though.",Uptown,Tavern,62.8,11.11,17.7,3,56-65,Non-binary,Hispanic
vY06Ye_udeTHL6rfnSZfCw,Customer_8378,2018-03-16 02:38:20,⭐⭐,"Terrible wait (unnecessary), average service, above average prices, and excruciating wait for food. Find someplace else. There's lots to choose from.",Uptown,Tavern,43.72,6.26,14.3,2,56-65,Male,Caucasian
BB5kBkUH3mAmItdC6N073A,Customer_6251,2015-01-06 06:13:05,⭐⭐⭐⭐,"my favorite brunch spot on nashville! 

the drinks are amazing and they have a wide range of items on the menu. my favorite brunch items are probably the benedicts and white trash hash.

my favorite items served all day are the sweet potato fries and tuscan kale salad!

the only complaint I would have is that they usually have a long wait, especially for brunch so come early and be prepared to wait! it's certainly worth it. 

other than that, the atmosphere and food are some
of the best in nashville!",Uptown,Tavern,13.08,1.26,9.6,3,56-65,Male,African American
nYVGowsSH6UM6oIuZ1x1rw,Customer_9396,2015-02-03 17:57:27,⭐⭐⭐⭐⭐,"My friend and I were visiting Nashville and found this place through a quick google search. We were staying downtown, so it was a quick and cheap cab ride away (5 minutes/$7 ride). We went on a Saturday night, so there was about an hour wait. We decided to grab a drink at the bar (no wait there) and stood around chatting/playing a charades game on our phone...which helped pass the time! The drinks were avg. $10/piece. Not cheap, but normal for this kind of restaurant. 

Once we were seated, we knew we wanted to try their french fries (we had previously scoped out the menu) and quickly ordered the sweet potato ones. She ordered the mahi sandwich and I went with the chicken tikka masala, Both were very good.

Would recommend and return!",Uptown,Tavern,26.86,4.24,15.8,2,,,Other
OM7GeVeySv-MB1zH8YIq4A,Customer_7972,2011-06-30 15:41:36,⭐⭐⭐,,Uptown,Tavern,57.52,23.01,40.0,2,56-65,Female,Caucasian
ULAWZ1osipnDpvQIaZjN2w,Customer_8884,2011-08-03 04:39:32,⭐⭐⭐,"Overall: I've only been for brunch and was happy with it soo... nice place to relax and have a little hangover cure on a Saturday or Sunday morning.

Food/Drinks: There are LOTS of brunch options. The Singapore stir fry was great, though it appeared the eggs had been sitting under a heat light for a little while. Still, it was flavorful and not something I've seen anywhere else. I was less impressed with the red velvet waffles. They were extremely dense, and pretty much just tasted like pink waffles. Not bad, just not like red velvet. Be sure to order them with a side of maple syrup, it helps with the density factor. There are a handful of 2fer drink options on the very top of the menu and while they are expensive ($10.50,) from what I've tasted, they're pretty good (and strong.) Go for the blood orange mimosa.

Service/Atmosphere: Our waitress started out being extremely attentive and knowledgeable but kind of dropped off as the meal progressed. That would be understandable if the restaurant had gotten busier but it hadn't. Anyway, she was still nice so I won't complain anymore. The restaurant is very open but seems smaller than when it was under its old name (Lime.) I do like the big open bar, though.

Price: About $40 for 2 people to eat & get a drink a piece for brunch (not including tip)",Uptown,Tavern,73.77,15.98,21.7,6,26-35,Prefer not to say,Hispanic
xe5QQ8zC45aqjUWoHshDlA,Customer_3253,2012-06-01 23:40:31,⭐⭐⭐⭐⭐,"This place is awesome!  We stumbled upon it after checking into our hotel...we wanted to walk around after being in the car for 9 hours and we were starving.  We got a table outside, it was loud, but what do you expect on a Friday night in early summer?
The food was great....I got the Nuevo Israeli bread salad and my husband got the turkey blt (with sweet potato chips (YUMMMM)--both fantastic.  
They have an extensive drink/beer list and the staff is knowledgeable about the beer they serve and didn't steer my husband wrong.  
Would recommend trying this place out if you haven't already.",Uptown,Tavern,58.9,11.29,19.2,2,26-35,Male,Hispanic
TdRsc-2rEYUY5jKSRzlVGQ,Customer_9854,2016-04-26 00:36:17,⭐,,Uptown,Tavern,70.63,20.43,28.9,3,46-55,Non-binary,African American
96YWbWWyWcKY26a8CVm2yQ,Customer_4709,2015-12-06 22:18:31,⭐⭐⭐,"Burger was great. Cooked perfectly, but nothing special. Packed for brunch specials. Seem to have awesome election of cocktails and awesome bartenders. Was there for food, don't really drink. Def would go back. Atmosphere was great too.",Uptown,Tavern,31.92,4.35,13.6,3,26-35,,Asian
OFnAM__m0v2aR_VLfqvPfg,Customer_3473,2015-07-07 21:51:24,⭐⭐⭐,"We went for lunch today. Service was too slow for anyone on a lunch break (it took nearly an hour). There wasn't a lunch menu, so we paid dinner prices for dinner portions. I saw a little section of ""fast plates"". I forget what it was called, but none of those items really jumped out at me. We ordered fish tacos, beef tacos with Korean BBQ and fries. It was all good. This might be a better place for dinner.",Uptown,Tavern,72.82,29.13,40.0,1,65+,,
zd8u_QhxNXBoggQ6Mrz_ag,Customer_3574,2016-05-07 20:29:16,⭐⭐⭐⭐,Good stuff for brunch if you are drinking. Recommend getting there early as it was packed when we got there around 11 and there was a ton of people waiting when we left.,Uptown,Tavern,95.65,38.26,40.0,3,26-35,Female,Caucasian
W-1KsTFiqHEz5DdsnFEbiQ,Customer_4474,2015-01-06 02:19:19,⭐⭐⭐⭐,,Uptown,Tavern,34.69,2.65,7.6,2,18-25,Male,Hispanic
OQYYoKzjkdcKQoTdzO2ZZg,Customer_9552,2017-02-13 02:57:05,⭐⭐⭐,"I went to Tavern on a Saturday night and waited about 20 minutes for our table for 2, which really is pretty good! We ordered a few plates to share- egg rolls, fish tacos and Tuscan fries. The egg rolls were served with queso and salsa... for a Chinese food... that was weird. When I've had garlic Parmesan fries in the past, they're usually served with a dipping sauce of some kind, but these were not. We were given a heaping serving of them that 2 of us couldn't finish though. The fish tacos were by far the best dish we had- HIGHLY recommend them! Our waitress was very nice, though it took her quite a few minutes to actually come over to us initially to take drink orders. Other than that she was wonderful. We each ordered a cocktail and they were strong for sure- I was just unimpressed with both. The julep was decent. The second drink was a grapefruit/lemon lime/ vodka drink that tasted like I drank straight grapefruit juice instead of a mixed drink... to be fair, the waitress did ask if I wanted it remade. The ambiance was great, and it was defintely crowded. They had a DJ playing music and it was a younger crowd.",Uptown,Tavern,44.51,8.97,20.1,4,46-55,Prefer not to say,Hispanic
KNtUqjW0kPMDzq178KadfQ,Customer_8878,2016-05-07 15:24:13,⭐⭐⭐⭐⭐,So cute! A must stop on your Nashville adventure!!! Cutest drinks and brunch spot. I got the red sangria and an egg white and fruit brunch. My friends for mimosas. We are all so happy!,Uptown,Tavern,68.2,13.44,19.7,1,18-25,Male,Hispanic
e9xv13-dhqgqTPBJuW1F9w,Customer_4102,2016-04-01 12:50:36,⭐⭐⭐⭐,,Uptown,Tavern,39.29,6.43,16.4,2,,Male,Native American
ixQL38jMU5o0l45m13PWSA,Customer_5740,2015-10-17 19:51:53,⭐⭐,"I had high hopes after hearing good things and reading good reviews from numerous sites. A friend and I went for brunch and while we waited 45 minutes for a table, that was expected. After being seated our waitress took our drink orders and came back about 5 minutes later with waters and another 10 with my friend's blood orange mimosa. We ordered and waited over an hour for our food. When the waitress finally checked on us I asked about the toast for my son because I knew he was hungry. She came back 10 minutes later with our meal which, to my dismay, was disappointing. I've had better food at a local diner in town and for half the price. I have no idea how long our food sat under heat lamps but my white trash hash was cold and the eggs on the  nooner I ordered were overcooked. My friend ordered the roasted peppers and squashes and said hers was good but she couldn't eat the hash. The service was pretty crummy. We had to ask for our check and then we had to ask the hostess for someone to check us out because our waitress must have forgotten about us. Overall it was a dismal experience and while I was excited to take my husband the next time we are in Nashville, I think we'll be eating elsewhere.",Uptown,Tavern,65.17,26.07,40.0,2,26-35,Male,Caucasian
hMwxC0Nfkh7Tu2rLgEgMBg,Customer_5527,2017-04-09 14:43:38,⭐⭐,,Uptown,Tavern,72.0,11.56,16.1,2,,,African American
pA3QdqQdKoTpg4sgH6q-mg,Customer_6183,2017-05-27 14:13:29,⭐,"We came here because of all the great yelp reviews, I can't believe this is 4-stars.. Good beer selection, good atmosphere, and decent service.  The food, however, was bla.. We really wanted to try the fried chicken skins, they came out very hard and very stuck together.  The sauce had good flavor but the skins came in a clump that we could hardly break apart. Our food came out about 4 minutes into our attempt to chisel the skins apart. Kaya toast was weird and really lacked anything to bring the dish together.  After scraping off the sauce it was basically Texas toast and an egg.  The 2 sets of tacos we ordered were both overcooked and VERY dry. Come here for drinks, skip the food!",Uptown,Tavern,38.06,4.3,11.3,2,,Male,Caucasian
hMwxC0Nfkh7Tu2rLgEgMBg,Customer_1276,2017-04-09 14:43:38,⭐⭐,Maybe they gave a great brunch? I had their burger for dinner it was not very good dry with little flavor. Fries were greasy. The service was nice. Valet parking.,Uptown,Tavern,48.33,9.25,19.1,2,,Prefer not to say,African American
zuCUvtipevadPrFg-qwpvg,Customer_5570,2011-02-25 03:10:36,⭐,"I thought this place was called 'Whiskey Tavern""- That is what the sign said. Its so cool they dropped the Whiskey.  hmm, okay, Tavern it is. Then I kept calling it Whiskey Kitchen because well it is just like Whiskey Kitchen. 

The dark woods, dim light bulbs and limited tables all from IKEAS dark collection, snooty staff, high drink prices and 6 tables on reserved at 5:30 on a Saturday seems a bit weird for a ""tavern"" 

I went here with a few friends. We just wanted to grab a drink. Even though there were not seats at the bar I proceeded to tell the security-ish hostess we'd just stand and drink our drinks. Seemed like a strange concept to her. We wedged our way in there and was asked if we were waiting for a table. We weren't. The bartender was shocked we were just getting 'drinks'. You won't find a food review here. 

We ordered our drinks and she held her hand out waiting to pay out. No problem. After paying immediately after ordering, we had to drink the drinks.  Lots of huffin and puffin and stink eyes that we were just going to stand there and drink! 

If you like to be 'seen', enjoy bars with chains on the wall, in this room where Tom Edison light bulbs meets LA-tude this is your jam.",Uptown,Tavern,44.54,17.82,40.0,1,56-65,Prefer not to say,
mc9ziBiR_U7TZ7Mfbumi8g,Customer_6429,2015-12-06 17:27:31,⭐⭐⭐⭐⭐,,Uptown,Tavern,52.0,8.22,15.8,2,65+,Male,Other
IYPW6D-FXZeFM0Ri9hoLtw,Customer_7388,2018-01-01 19:25:58,⭐⭐⭐⭐⭐,"Great brunch and cocktails! The Nooner, Roasted Peppers and Squash, and Blueberry Waffles were great. Very good Bloody Mary, red sangria, and signature craft cocktails.",Uptown,Tavern,19.96,4.2,21.0,3,18-25,Male,Caucasian
TqBseui1uj8S9CyQ1J55dg,Customer_7438,2015-07-09 15:55:40,⭐⭐⭐⭐⭐,,Uptown,Tavern,20.68,7.24,35.0,5,,Male,Hispanic
W-1KsTFiqHEz5DdsnFEbiQ,Customer_4683,2015-01-06 02:19:19,⭐⭐⭐⭐,,Uptown,Tavern,45.94,0.0,0.0,4,,Prefer not to say,Mixed
orRnnLxzfGs9Ityz0YK-dw,Customer_5405,2015-11-09 04:53:47,⭐⭐⭐⭐,"Nice bar with good music and lively atmosphere. The beef Tacos were so Yummy, and so were the fries. Went if there happy",Uptown,Tavern,75.58,20.19,26.7,1,46-55,Male,Caucasian
kLR2GQ3fxHZ2da6bs3gffw,Customer_4189,2017-05-26 02:42:06,⭐⭐⭐,"Another Yelper hit it -- this is a noisy, crowded restaurant with big screen TVs.  I wouldn't call it a sports bar.  Nothing wrong with the place.  Cool location, good beer selection.  The food - delicious, but eliminates itself as a ""sports bar"". My sons and I wanted to catch some pub grub and the hockey game.  Got the game.  The grub-- eclectic.  Do go here if you want a busy, bustling, energetic, tasty, flavorful, thumping music-beat experience.  Don't go here if you want  a burger, a beer and a hockey game amidst sports conversation.",Uptown,Tavern,125.7,23.16,18.4,2,56-65,Female,Native American
