review_id,customer_name,date,rating,review_text,location,business_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
mhDalOn-tH72RBHBNDmyrw,Customer_7843,2014-10-29 14:21:53,4.0,"Simply put: the Whiskey King is a great burger. The wait for it begged the question ""How much longer before we say something?"" Twenty-six bucks for a burger is excessive, but this a rare treat not a regular indulgence considering the potency of its artery clogging attributes.",Downtown,Village Whiskey,26.51,3.88,14.7,5,46-55,Male,Mixed
sUvEfzXefMfrUEGGxLX9qw,Customer_8538,2010-03-17 02:41:04,5.0,"I was salivating over the duck fat fries before I had ever tasted them...and once I finally experienced them...I found the last meal I'll ever need on this Earth. 

My dinner companion and I splurged on the fries, with cheddar and short ribs, which could have been our entire meal. I've rarely had anything so heavenly, you just need to experience it for yourself. 

We each ordered a burger - stellar on both counts (though my friend thought the thousand-island dressing was unnecessary and distracting) - but the fries, oh the fries! 

Though the restaurant is surprisingly small, it feels spacious, no doubt owing to the lofty ceilings. The walls are done gorgeously in subway tiles and the bar is a rather impressive sight. 

The tables (high tops - good choice) serve comfy leather banquettes that line the wall opposite the bar, so if pressed, you can squeeze three or four people around the table, without having to deal with bulky chairs. 

This place is not good for groups if you want to sit and eat, or even if you want to stand at the bar. Come to think of it, unless you are seated at the bar or at a table, there is really no room to stand and have a drink except in the back ahllway by the bathroom.  We arrived at 6:30pm on a Monday night and still waited a half an hour for a table. 

Just based on decor and food alone this place gets 5 stars. It's worth a mention that service was attentive and prompt and our leftovers were still quite a gush-inducing the next day.",Downtown,Village Whiskey,44.69,7.56,16.9,4,36-45,Male,Other
Z0PjuwlMlkSBrSf_M_ZLcw,Customer_4986,2017-11-24 15:58:25,4.0,,Downtown,Village Whiskey,43.3,6.91,16.0,5,46-55,,Hispanic
ZT6VesWqtIYCRrSCKeW80A,Customer_4630,2013-01-04 22:22:38,4.0,"Whiskey is my drink of choice, and as you could guess Village Whiskey has them all.

Great atmosphere to go relax, sip a fine whiskey or scotch, and talk with the local crew.

The burgers get all the attention they deserve, and yes, they are on the pricey side, but you knew that before you walked in. It's Garces, you pay, he delivers.

-John Wiederman The soup was particularly good.",Downtown,Village Whiskey,28.49,6.99,24.5,2,26-35,Male,Hispanic
ZcNw6ZWRVUlhqCi38WxjOQ,Customer_6752,2014-04-20 11:53:32,5.0,"Went here for lunch with my mom, brother and boyfriend. The place is really nice inside, albeit very small. We waited about 10 minutes to be seated on a rainy weekday afternoon. They have a massive selection of whiskey and the bf and I had some sort of punch drink that was citrusy and delicious. I bet they make a mean manhattan here though. We ordered the hawaii five-o burger and shared it which was really good, had a great sweet bbq sauce on it. I could have never finished the burger myself. My brother and mom both got regular burgers and enjoyed them a lot. The burgers are thick, which I generally don't like but they were so delicious. One of the best burgers you can get in the city for sure. We also got the duck fat fries with cheese sauce which was SUPER good. Oh also we ordered the seasonal pickles, which were apples, and some greens and onions I think which came in a little jar with crostini bread slices and some garlicky cheesy type buttery spread and olive tapenade. It was unique and very tasty. All around good meal and good service. Come here for a nice date or a quiet filling lunch. The appetizer was particularly good.",Downtown,Village Whiskey,25.26,4.25,16.8,1,,Female,Asian
4euQ70qJhaHbkG_iiAEDiA,Customer_3504,2017-07-08 18:20:30,5.0,"If you want The Best burger in Philly, this is the right place to come. The bread was fresh, meat was nothing but juicy, service was a amiable, price was descent and affordable to everybody! The chicken was particularly good.",Downtown,Village Whiskey,38.32,7.52,19.6,6,65+,Male,African American
OF1cjks3S6m_YyMzwSR7QA,Customer_9095,2015-06-09 04:12:26,4.0,,Downtown,Village Whiskey,23.43,6.46,27.6,2,56-65,,
qXcBlDWiV2Wytop7xogcbg,Customer_6295,2017-03-29 18:46:48,5.0,"I love their burger options and duck fries.  Trouble is, it's always crowded.",Downtown,Village Whiskey,42.58,5.52,13.0,3,65+,Non-binary,African American
J01H6SuqtTwJOJ1kf91srA,Customer_5961,2015-06-08 21:42:33,4.0,"I love Village Whiskey, it's just a shame it's always so crowded. The bar snacks and their signature burger are delicious. I'm bummed they did away with the warm pretzels, but oh well. The whiskey selection is extensive and the bar tenders are very helpful and knowledgeable. But be warned: their whiskeys by the glass are definitely a bit overpriced.",Downtown,Village Whiskey,13.62,2.98,21.9,4,56-65,Male,Mixed
CeghqXi1jsffsdg5Xxl5sA,Customer_1616,2012-09-13 22:08:52,4.0,"I was stumbled across this place on yelp and looking at the great reviews, I had to check it out myself! 

I went in for a late lunch which was good.  It wasn't crowded at all.  The place is super cute and small.  I sat over at the bar and you can see array of alcohol stacked pretty high.  It gave it the bar feel but not bar food feel.

I looked at the menu and of course I had the famous burger whiskey king that came w foie gras. Since the foie gras in CA I had to get in my burger w fried egg.  I also ordered a side of the duck fat fries.  

When my food came, the burger was HUGEEEE!! I'm pretty small so this thing had to be cut in half.  I took one bite and it was mouthwatering esp with the egg that dripped down. Yummm.  The duck fat fries was like icing on the cake and complemented the burger really well. 

I had of course leftovers and took it with me.  This place is def worth checking out :) The beer was particularly good.",Downtown,Village Whiskey,34.9,6.26,17.9,1,,Non-binary,Hispanic
ckpyCNxwfrxYlA0B81S-Zw,Customer_2479,2011-04-04 15:38:05,4.0,"If you go here, definitely eat at the bar. It's a little like dinner and a show because it's so much fun watching the bartenders pour all sorts of drinks- some classic and some not so much. The bartenders are also super-friendly. My boyfriend and I once spent the entire meal quizzing the bartender on what drinks he was making and well, if he was annoyed, he never showed it. 

As fun as it is to sit at the bar, I usually don't get a drink there because of the price. My boyfriend loves to try all sorts of beers, but not being a beer drinker myself, I can only assume that the selection is quality. I will say that they let him do a taste test of any new beer before he orders a whole one. 

The food for the most part is a big hit. We always order the pickled beets with toasted bread, olive tapenade, and ricotta with fruity olive oil. The beets are tangy and a little sweet. When you get tired of eating pickles, the ricotta and olive tapenade help neutralize your palette so you can go back in for more. It's true that they usually skimp on the bread, but that's a quick fix- we just ask for more. 

Now for the mains. I usually get the veggie burger with avocado not because I don't like a good burger, but because we usually eat there when it's too late for me to go home and go to bed on a full stomach. The veggie burger itself has a great flavor and while I appreciate that it's not loaded with breadcrumb filler, it could use a little more structure. After getting it about 4 times now, I've just about mastered the veggie burger hold so that I squeeze the bun just enough to hold it all in place but don't over-squeeze so that the beany burger spills out onto the plate. It comes with a nice bright slaw that gives it some crunchy texture. My boyfriend either gets the Village burger or the BBQ Sammy . Both are really good and juicy. The fried pickles are theoretically a nice touch with the BBQ Sammy, but they honestly don't add much flavor-wise. The burger is definitely heftier, and pickled beets, burgers, and splitting a round of the duck fat fries with cheese, you just want to roll home. The only big improvement that the restaurant could make is serving slightly sturdier buns. They are a little too soft and pillowy for the juicy ingredients that they usually have inside. 

Overall, this is a fun place. Considering it's first-come, first-serve, there's usually a wait which is why I recommend checking it out either for an early dinner or a late weeknight dinner. And remember, sit at the bar!",Downtown,Village Whiskey,15.96,1.21,7.5,4,56-65,Prefer not to say,
aD8qZRQiINwPZMkOD_xqtQ,Customer_1672,2013-02-28 14:44:54,2.0,"Meh.

After reading and hearing a ton of hype about the Village Whiskey burger and duck fat fries, my husband and I ventured out of South Philly to try it out. We were super lucky and excited to find two open bar seats without having to wait an hour. 

When I asked the bar tender if the burger came with fries, he laughed and said that other restaurants only do that as ""filler food"" and that we'd have to order them on the side, they're just that good. And that the burger is so amazing that you don't need fries. We thought ""fair enough, must be good."" 

We got our burger and the fries. At best, the burger was mediocre. It was juicy and on a nice bun, but otherwise a very expensive ordinary burger. The fries were also pretty standard. There were few and they were presented nicely in a little cup, but pretty standard. 

While we were full at the end of our meal and it wasn't terrible, it was just average at best. The bartender was a bit cocky about the food which also was a big turn-off. I'd rather head back to our hood at Royal Tavern for a delicious, juicy and flavorful burger + plate of fries for less than half the cost.",Downtown,Village Whiskey,60.59,8.41,13.9,1,,,Asian
5BNpHAl2yDsxh-yQ4t4qEw,Customer_3471,2013-05-10 03:59:34,4.0,"All I wanted was a local microbrew, a locally distilled gin martnini, a foie gras and bacon burger, and duck fat fries. Leslie, the amazing bartender helped me find the brews and spirits, and the menu did the rest. I have had Boulud's foie gras burger in Vegas, and this was better. The trick is to let it set up / rest for 10 minutes so that you can still eat it with your hands. Otherwise, it's deliciously messy. Then cross the street to Capogiro for National Geographic's #1 rated gelato in the world. I would suggest running across the street for a taster of the hazelnut, or salted carmel, then running back to Village Whiskey and chasing it with some Yamazaki 12. Then repeat.",Downtown,Village Whiskey,21.29,7.45,35.0,4,18-25,Non-binary,Hispanic
MeExr1aAvnRuXBH_aRwdIA,Customer_8172,2014-04-02 20:12:15,5.0,"One word to describe Village Whiskey. Decadent. Massive selection of whiskeys, duck fat fries and burgers with foie gras. Of course, for all of this, there is a price to be paid. The first is that the bill will be substantially more than your typical burger joint (which it is not) and the wait for a table will be long as the restaurant is small. Besides those two things, Jose Garces did an amazing job here. 

To start, I love going for a bourbon/whiskey based cocktail like an Old Fashioned and trying one of their many bottles of whiskey. I don't find any of their bar snacks to be that great. For me, it really starts with the pickled Herb Cherry Tomatoes and the Beets. It's nice to start out with and have on  the side to counter the heart attack from the burger and fries.

Both the Duck Fat Fries and the Short Rib & Cheddar Fries are great. If you can handle the extra salt, go all out with the Short Rib Fries and feast. In terms of burgers, I've only tried the Village Burger with additional toppings and the Whiskey King. The Whiskey King was extremely rich and heavy, and getting it once was enough for me. For toppings, choose whatever you please. My only advice would be to avoid the Horseradish Crab Salad as it was almost unbearably salty (I love salt). 

Overall, Village Whiskey makes one of the best burgers that I've ever eaten. It's a staple when I'm craving a burger and I am never disappointed by it. Just be warned that the price adds up pretty quickly. The tacos was particularly good.",Downtown,Village Whiskey,16.57,6.63,40.0,1,56-65,,African American
U-N22inxjQXAH_tbWNs5eg,Customer_7347,2010-01-19 15:02:56,4.0,"I sort of knew what to expect going in, tight seating with a possibility of a long wait. However we snagged a seat almost immediately. Great waiter who really knew his stuff and had no problem dealing with our being a bit indecisive. Had the the lobster roll, not amazing by any means- especially the hot dog roll, the cheddar and short rib fries, yummy, and the spicy popcorn shrimp, wow. Grabbed a couple of the smaller dishes afterwards, not out of hunger really, but wanted to try them out. The pickles were fantastic! Especially the ricotta thingy. 

My only issue was the hostess, who was directly in front of us and constantly texting. Really annoying and distracting. She hid the iphone from all the staff who went by her, including the hostess from next door, but didn't think that the customers should be shielded from her lack of professionalism.",Downtown,Village Whiskey,28.24,4.47,15.8,4,36-45,,Caucasian
3E-f4dwJQyO9z7648Bg-SA,Customer_6482,2013-04-12 16:04:24,5.0,,Downtown,Village Whiskey,27.68,4.33,15.6,1,18-25,,Other
mqOlhok7MjTBLKsMLunvHw,Customer_3463,2010-01-23 18:16:33,5.0,"I frequently meet my son in Philadelphia for lunch and on Thursday he suggested Village Whiskey. We arrived around 2:30 - he said that would be the best time to get a seat, and he was right.

The ambience is both rich and charming with to-the-ceiling dark wood shelves behind the bar that are stocked with an abundance of varieties of whiskey, bourbon, scotch, cognac, etc., plus other types of imbibements. Raised banquettes and tall bar tables line the wall opposite the bar. It's difficult to envision a party of 4 being able to sit together comfortably, and the table of three we saw did not look particularly comfortable. 

It is definitely a small space, as others have mentioned, but we were seated promptly.

We each ordered burgers. Mine was embellished with avocado, excellent bacon (was that Nueske's?) and goat cheese, no tomato (it's January) and no thousand island. I asked for mustard and received on the side a mixture of exquisitely creamy and delicious  grainy mustard and creme fraiche. It was the finest burger I have ever eaten, and I've eaten at Boulud's and many 4-star restaurants all over the country.

My son ordered a burger with caramelized onion, fried egg, and bleu cheese. He said the flavor was amazing, but the combination made it very sloppy and difficult to handle. We shared the duck fat fries, which arrived piping hot and cut just thickly enough to hold the heat for a reasonable amount of time. The cheese sauce was delicious and smooth, but I prefer ketchup and it was also offered on the side.

The server was attentive to detail, got the order exactly right, and was pleasant.

We didn't order alcoholic beverages. The bill came to just under $40 before tip.

I will definitely return.",Downtown,Village Whiskey,28.08,6.67,23.8,5,56-65,Female,Mixed
no05-VMRWYoQJPeYfmJKlQ,Customer_7421,2010-03-17 04:40:50,2.0,"If you're going for the burger and duck fat french fries, know that they're better at Supper. But by all means, pick this place if you're in the mood to feel rushed into scarfing down your meal for fear of having it snatched out from under you. My friend and I had to keep telling the three different people who came for her half-eaten burger that, again, she was still ""working on it."" This was on a Tuesday at 6pm, so I can only imagine the onslaught on a Friday night.  Jesus.

Overall, I was underwhelmed.",Downtown,Village Whiskey,19.69,2.84,14.4,4,65+,Male,Native American
3E-f4dwJQyO9z7648Bg-SA,Customer_6381,2013-04-12 16:04:24,5.0,"ok vegans seems weird but this burger joint is an accidental vegan hot spot.  the food is great and i love the service and atmosphere.  drinks are top notch. the servers are well informed and go out of their way to be helpful! 

Vegan Items as follows: 

* Tater Tots (cooked in soy oil)
* Veggie Burger WITHOUT THE BUN (note the bun is *not* vegan) 
*Pickled Veggies - *note the black olive tapenade is VEGAN as well as the sourdough bread but obviously the ricotta spread is not - just ask for it w/out. 


love it here!",Downtown,Village Whiskey,22.47,1.76,7.8,5,65+,,Hispanic
gD6BpuniYDKGOAUfPvgzTA,Customer_6928,2012-01-09 03:45:56,5.0,"If you're having a burger craving you need to eat here.  I came here with the hubs during the off -peak hours to satisfy a craving and the place was still full of patrons. I would hate to see what the wait is like during peak hours.  

We ordered the pickled beets to start -- they were amazing! We even seriously considered nixing our village Burger order for another round of the beets, but we're so glad didn't.  The 8oz patty was perfectly cooked to medium well and was still juicy.  We couldn't taste the duck fat flavor in the fries, but they were crispy. The Irish car bomb shake was heavenly. It's what a true milkshake should taste like...though we couldn't taste the whiskey and Baileys they added.  It comes with fresh dollop of whipped cream and a brownie on top.  

We will definitely come back here, but only during their off peak hours.",Downtown,Village Whiskey,54.81,9.81,17.9,1,36-45,Female,Asian
jClaTDdvi7LcyL5R02gCRA,Customer_4145,2012-03-04 22:54:17,4.0,"We are so lucky to have stumbled upon this gem.  The atmosphere is relaxed. Seating is a little close - I recommend the bar seats. The cloister cocktail is great - I also recommend the morning glory fizz. Burgers are great. I recommend the duck fat fries. The wait staff is very knowledgeable and good with recommendations. 
Just loosen your belts and enjoy this mix of comfort food and gourmet.",Downtown,Village Whiskey,15.14,2.21,14.6,1,26-35,Female,Hispanic
lzIb1EExPFNSoFhhbV0edA,Customer_9317,2010-03-21 16:18:47,5.0,"OK... So I definitely thought everyone was exaggerating with how good the burger and fries are... So my husband and I and a friend made plans to go at 5:15pm on a Tuesday.. and we literally snagged the 2nd to LAST table. This place is SMALL... like teeny tiny. I think tables for 15-20 people TOPS and maybe 12 - 14 seats at the bar. But that doesn't matter. We started with drinks (the menu only has whiskey drinks and beer.) I got the Ommegang Hennepin - really good and my husband got the Commodore. It was really good and not very strong. Our friend got the Jerry Lewis- that was AMAZING. Super STRONG and delicious. 
FOOD WISE -- We shared the deviled eggs. They were 3 eggs and they were nothing special. BUT the pickled tomatoes were AMAZING. They came in a jar with a platter of whipped ricotta and bread and some kind of olive tapenade spread. This stuff was so good. We were fighting over it. We also got an order of the DUCK FAT FRIES with the slyfox cheddar sauce on the side. I can't even describe these fries. They melt in your mouth...literally. We ordered a 2nd order because we ate them so fast. The cheese sauce was awesome too but the fries also come with a homemade smoky ketchup that is fabulous with the cheese and fries. NOW THE BURGERS... 
All three of us got the Village Burger but with different toppings. I got fried onions and a fried egg on top.. and one got blue cheese and bacon and the other got cheddar and bacon. This burger was the most outstanding thing I have ever had. I don't know what they put in the burger but its heavenly. You really don't even need toppings. The egg and onions made it to sloppy to eat... it kept falling apart and i ended up eating it with a fork and knife. We all basically licked our plates at the end. It was that good. Not cheap - our total bill for the three of us was $110.00 before tip with our three apps/burgers and 3 drinks. But it was an amazing meal and we will be taking our friends when they come in from out of town! .",Downtown,Village Whiskey,24.4,4.79,19.6,3,,,Caucasian
cvQXRFLCyr0S7EgFb4lZqw,Customer_3147,2009-10-14 01:15:04,5.0,"On a scale of one to things that are awesome, this place is the bomb. 

I was drawn in by the promise of the duckfat frenchfries. Took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes. 

We were waited on by Keith, the bartender, who was congenial, knowledgeable about his whiskeys and an all-around cool guy. We started with 3 cape may salts (two for me, one for the boy) and tater tots, both of which made me happy.

For dinner, I got Kentucky Fried Quail (stellar, though the succotash was not as exciting as I wanted it to be) and the boy got the 24$ Fois Gras burger, which was incredible. Worth every penny. The duckfat fries were pretty yummy, but not even the best part of the meal. I could've done without the cheese sauce, but as it was on the side I wasn't deterred.

I look forward to coming back here, with everyone I know.",Downtown,Village Whiskey,16.53,3.38,20.5,2,26-35,Female,African American
yxLjeOPj_uaVDQUUesbbCg,Customer_3712,2011-08-03 11:44:59,2.0,,Downtown,Village Whiskey,26.14,5.61,21.5,2,18-25,Prefer not to say,Mixed
IM_H5WWmDXfJ83MC0wCI8g,Customer_5668,2016-11-13 03:27:47,4.0,"Whiskey Village is a staple neighborhood bar in Rittenhouse area best for once-in-a-while splurges or chill date nights.  

They're known for more low-key foods (think burgers, chicken sandwiches, fries) with a classy twist.  The classy means there are high quality ingredients and the burgers are out of this world awesome, but you're not paying average prices here.  The base burger is $11 and to add cheese, it's an additional $3.5 not to mention the bacon and caramelized onions are an additional $2.5 and $1 respectively.  Between 2 burgers and a side of duck fat fries, our bill ended up close to $40 - that's no drinks included.  

If you ask me that's a bit pricey to become a frequent customer, but this is one of my go-to places to take out of town guests because it's for sure an omnivorous crowd-pleaser. The beer was particularly good.",Downtown,Village Whiskey,20.46,3.75,18.3,8,,Prefer not to say,Asian
dwebYp9rPHqeeFbkCXl48w,Customer_4178,2011-07-03 20:26:48,5.0,Delicious. We had the Kentucky hot brown and the pulled short rib. Both were amazing. I was tempted to get the whiskey king but ill save that for next time. Unbelievable whiskey selection as well. Well definitely be coming back. The fries was particularly good.,Downtown,Village Whiskey,40.88,7.56,18.5,6,56-65,Prefer not to say,
-IotvreXxdAYE4BNhv7Nvg,Customer_7256,2012-12-04 17:02:58,2.0,,Downtown,Village Whiskey,16.99,4.99,29.4,3,46-55,Female,Asian
8KVnwNAcjqy0tA9zyVsaGw,Customer_3267,2014-05-14 14:08:31,4.0,,Downtown,Village Whiskey,30.63,8.81,28.8,3,18-25,Prefer not to say,Mixed
kkrS-GtsdePE7BNO2m5uZQ,Customer_3042,2012-08-18 20:41:54,4.0,"IF you can get a table, the veggie burger is absolutely the best I have ever had! Very, very small, but has a few outside tables when weather permits. Very close seating inside where you practically share a booth with others. The wings was particularly good.",Downtown,Village Whiskey,17.03,2.97,17.4,3,,Female,Native American
F_t87uV_VIyeHSEKQQdbsA,Customer_8167,2011-01-17 00:20:28,4.0,"On the suggestion of my native Philadelphian friend, we headed to this very small Jose Garces spot.  I was pretty excited to try out the food of an Iron Chef...

It was pretty darn good! I ordered the Kentucky Hot Brown and my friend ordered a burger.  Both were wonderful! The prices were fair and the atmosphere was great.  

Although it was small, it wasn't loud and my friend and I were able to catch up! I highly recommend it!",Downtown,Village Whiskey,40.73,5.62,13.8,2,26-35,Prefer not to say,Mixed
8pbnletp3p_JCEMoX7hu3g,Customer_7797,2015-01-19 03:30:31,3.0,,Downtown,Village Whiskey,18.53,4.29,23.2,1,56-65,Non-binary,Asian
2MFIkxNfxwZb5CaFjbSK5w,Customer_1461,2015-05-29 15:28:23,4.0,"I consider myself lucky for coming across Village Whiskey out of the blue on my first ever visit to Philadelphia. I was on a short road trip with a dear friend and her mom. We ended up parking right by the entrance of the restaurant with empty stomachs. 

The staff was friendly but tables were high, small and cramped. They sat the three of us at a table that was clearly for two. We nearly  got up and left but were lured by the  sight of the burgers at a table beside ours. 

One glance at the menu and we were hooked. We started off with the house made cheese puffs and the fried shrimp. Both were very scrumptious. And you wouldn't expect fried shrimp to be so tender and juicy. We skipped the pickle selection and I regret it. I took a picture of the pickles at a near by table just to remind me to order it next time I'm there.

For our main course we shared the bbq pork sammy with cole slaw on tender bun. Oh my gosh, it was beyond perfection. Tender pulled pork embraced in tangy homemade bbq sauce. 

We also shared the Whiskey King - 8oz of juicy, seriously juicy medium rare burger, topped with applewood bacon, rogue blue cheese, maple bourbon glaze cipollini and a slab of perfectly seared foie gras. One second for me to regroup after remembering this epic mouthful. 

And as if we needed more richness out of a meal, we made the wise decision to order the red velvet milkshake. The best milkshake I have ever tasted. Enough said. :-) The tacos was particularly good.",Downtown,Village Whiskey,10.11,1.99,19.7,2,18-25,Non-binary,African American
96rOSlJdl-thrSIINqacYw,Customer_3273,2016-01-18 14:39:33,1.0,"Came in late on a Friday night past typical dinner hours to grab food with a friend. I ordered a chicken sandwich and my friend ordered the popular village burger. With my initial bite into my chicken sandwich, I knew something was wrong. The inside seemed tough and very hard to even cut with a knife, and I had my friend try it to confirm. My best guess would be they used frozen chicken but did not fully thaw it prior to cooking, therefore having a very hard middle! I quickly notified the server who sincerely apologized and I chose to go with a burger medium well. With the first bite into my burger, you could see a pool of blood oozing from it. Although I normally may order burgers medium rare or medium, I asked for medium well. The surprising thing was my friend ordered medium and his plate had not a trace of blood. 

Despite the establishment replacing my order quickly, which should be the standard protocol of any order that was messed up, I am highly annoyed/dissatisfied that I was not offered anything (free drink, the messed up order to be comped). 

I have been here several times and ALWAYS receive great food/service. The lack of customer service and a bad food experience has put a bad taste in my mouth with Village Whiskey and will not be returning there. The fries was particularly good.",Downtown,Village Whiskey,63.88,13.32,20.9,2,46-55,Prefer not to say,Caucasian
sdffp1xNKqIqySU_JHGVmw,Customer_1311,2011-08-06 18:58:21,4.0,,Downtown,Village Whiskey,40.62,4.63,11.4,5,,Female,Other
rg2SFHdSYGgfWwTj3_3qzA,Customer_2996,2017-10-05 15:35:34,3.0,"The food... meh. That Village Burger was the dryest ""gourmet"" burger I've EVER had! I told the waiter medium well and there was not a stitch of beige it was fried beyond belief and thay low lit lighting could not disguse it...lol

The duck fat fries were good. You can skip the cheese sauce however. It's nothing special. 

But definitely go (and stay) for the drinks! The Rose Gold is exceptional. The sandwich was particularly good.",Downtown,Village Whiskey,62.46,11.01,17.6,4,46-55,,
HkY5C3PaI5bto2WvMTfBPw,Customer_9189,2009-10-17 17:28:16,5.0,"Several friends and I continued our mini-pub crawl of mixology bars (begun at Franklin Mortgage and Investment Co.) here. Good move!

We parked it at the bar and got the show from Sasha, the bartender, who kept up friendly banter with us even as she concocted a variety of beverages throughout the course of our stay. 

The cocktail menu was fairly extensive, broken down into Prohibition- and Repeal-era drinks, not to mention long lists of bourbons, ryes, and scotches. I ordered an Aviation (a drink I make myself, with my own brandied cherries, but here they do it the right way, all out with Creme de Violette to tint it blue like the sky; Sasha let me take a look at the bottle, perhaps to know that it wasn't some awful curacao!) 
For another friend she created a drink with Art in the Age of Mechanical Reproduction's Root liqueur (which is made with the roots and herbs used in old-fashioned root beer), chocolate bitters, seltzer and orange. 

We also partook of food here: First, duck fat fries (which have been a trend in Chicago, where I live, for at least a year, but I'd never had them; I'd never eaten anything involving duck before this, so now I suppose I have lost my duck fat innocence). These were thick-cut, rich in taste [gratis the duck fat, one presumes], not actually greasy, but definitely better when ordered with the cup of cheese sauce on the side. 

We also got soft pretzel sticks, which would have been fine but not especially remarkable without the mustard sauce (which had a distinct taste of raspberry, to my mind) pooled in the cup underneath them.

Overall, this was a friendly place with fab drinks and great food. I wish it was in my city.",Downtown,Village Whiskey,21.71,2.05,9.4,6,18-25,,Asian
cRzA6wPVu1Q29aEhWqf1vw,Customer_5772,2011-08-02 22:45:51,5.0,,Downtown,Village Whiskey,49.2,9.53,19.4,2,56-65,Non-binary,Asian
G9_2vWn3e7zdTz2MUq6iAA,Customer_2402,2014-01-19 19:19:51,1.0,"I'm going to start off by saying we are in the service industry and are therefore, pretty understanding and forgiving. However, this joint seems to have been slapped together with an trendy concept and not much else. Bad food and bad service is a no-go for me. We were in Philly for my 30th birthday and had drinks here Saturday night and then came back for brunch. I was hesitant but the brunch came recommended by a local. I'd say skip it for both. There's too much good food in Philly and better service. 

The PM experience was fine apart from higher prices than other whiskey joints in town and bus staff that will take your half full drink more than once. The server didn't want to replace them when he was alerted. It was definitely off-putting.  

The brunch service was less than stellar. The eggs - poached and fried - were a soupy, half raw mess. You always take a gamble with mods but when I ordered the crab benny sans the crab cake because my hungover stomach wasn't particularly feeling seafood, the sever neglected to tell me that he would be bringing me a $10 plate of two soupy poached eggs with sauce. I had to ask for the toast that came with the next two benny plates I saw come out of the kitchen. No idea what happened there. The place wasn't busy by any means  (considering the volume the PM staff has to wrangle) but getting a cup of coffee and food took a small eternity. The server seemed unable to take stock and attempt to turn the experience around. The ribeye was particularly good.",Downtown,Village Whiskey,28.74,2.88,10.0,1,36-45,Male,Caucasian
_yHJaRBcBDgZdvUC-fejbw,Customer_7338,2014-07-31 17:00:53,4.0,"Delicious burgers, delicious duck fat fries and yummy drinks. A little on the pricey side for essentially pub fare, but If you're looking for an upscale burger joint with a nice atmosphere this is your place. Space is a bit limited on the inside so either make a reservation or come early.",Downtown,Village Whiskey,18.53,6.48,35.0,4,65+,Male,Mixed
JWNUTSXesRHD8XtyeFwblg,Customer_6649,2016-03-18 16:46:28,5.0,,Downtown,Village Whiskey,25.07,4.57,18.2,4,65+,Male,Mixed
AyELQAUQjjccm1pWHwLKYw,Customer_3868,2011-10-28 16:30:32,3.0,"Sorry Yelpers, but I thought this Jose Garces restaurant was just okay.

Village Whiskey is pretty tiny.  About seven round tables that could fit maybe three people (might be able to fit four, but highly unlikely) and some room at the bar.  Came for lunch at 11:30am when they opened, and by about 12:15pm, all the tables and most of the seats at the bar were taken.  

We were the second group to be seated, and although there was no one else in the restaurant at the time, our waitress seemed to be preoccupied after taking our order.  She knew we were still deciding on drinks, so why didn't she check on us again?  Hello!  She wasn't very attentive and seemed like she would rather be elsewhere.

I ordered the Village Burger (an 8 ounce burger on a sesame roll with Boston bibb lettuce, tomato, and house-made thousand island dressing: $11) and added Jasper Hill cheddar cheese ($3.50) and fried egg ($1.50).  Perfect brunch meal right?  Eh.  Was just okay.  The burger wasn't anything spectacular, definitely not anything to rave about.  It was juicy, but lacked flavor.  Usually the bun makes the burger (for me at least), and I thought the sesame roll was okay.  Tasted like an everyday burger bun to me.  The cheddar cheese and fried egg were a nice additional to the burger.  At 8 ounces, this burger is pretty huge!  Could definitely serve as another meal or late night snack.  http://www.yelp.com/biz_photos/EtKSTHV5Qx_Q7Aur9o4kQQ?select=QZ4Yn47TLprQlbCRWMtZdw

We also ordered the duck fat french fries with sly-fox cheddar sauce ($7) to share.  I've always always wanted to try duck fat fries.  These left me wanting more.  Really...is this what they really taste like?  I hope not.  These fries were more soggy than crispy, and left a weird after taste in my mouth.  The cheddar sauce was a welcomed additional, but not necessary.  The sauce would have been better if it was hotter.  

When our waitress finally came back with our food, we were able to order the Irish Car Bomb shake ($9).  Ours definitely didn't look like a lot of the pictures that were posted on Yelp.  For $9, this shake better be spectacular!  Again, it was just okay.  I did enjoy those chunks of brownie pieces though! http://www.yelp.com/biz_photos/EtKSTHV5Qx_Q7Aur9o4kQQ?select=EbqJLiD6Pkw7u1KgFVmJAA

RG ordered the Whiskey King (an 8 ounce burger on a sesame roll with maple bourbon glazed ciopollini, rogue bleu cheese, applewood bacon, and foie gras-$26).  Massive burger.  The bleu cheese was almost non-existent.  I tried a bite, and the foie gras was pretty good.  The applewood bacon was a nice touch.  But again, the burger was just okay.  

FYI-Don't look up at the ceiling fans, they were so filled with dirt, that you might get dust in your eyes! The soup was particularly good.",Downtown,Village Whiskey,21.38,2.14,10.0,1,65+,Prefer not to say,
QKaarIFgn1A0vyq3-4Zr9Q,Customer_2033,2014-07-29 00:09:55,4.0,I come here for the duck fat fries with short rib. Everything else doesn't matter to me. Those fries are all I care about and are enough to get my undying devotion.,Downtown,Village Whiskey,26.55,5.46,20.6,2,46-55,Male,Native American
