review_id,customer_name,date,rating_out_of_10,review_text,location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
w0kUm9f1UFP8NU39AF5fkA,Customer_2818,2018-04-05 21:07:19,10.0,"Delicious, delicious, delicious! 
Our server was kind, funny, welcoming, accommodating, everything was absolutely perfect! From the drinks, to the bread, to our main!  
Highly recommend and a great thank you to Alex for making this experience so wonderful!",Midtown,Luke,80.81,19.96,24.7,3,26-35,Non-binary,
u31--jfy1SVaYz6SjZIHhg,Customer_8106,2018-08-07 03:13:06,10.0,"Everyone was really nice and this restaurant was so cute. Loving the tin ceiling, carved woodwork and floor tiles",Midtown,Luke,63.45,14.64,23.1,3,,Male,African American
KmtyuRhHGQr6sA35J34kqg,Customer_6209,2016-06-23 23:38:04,10.0,"Fantastic food and service! The server, Richie Rich could not have delivered a better experience to my family! The shrimp and grits were the best I've ever had. I highly recommend to anyone and plan to come back.",Midtown,Luke,19.97,2.68,13.4,3,65+,Female,Caucasian
muX2eBqqLWbodfOdvCXJag,Customer_5049,2014-09-30 01:48:21,10.0,,Midtown,Luke,31.43,6.09,19.4,3,,Non-binary,African American
dC89m6z8fv8OeX23n-vapg,,2012-03-01 00:06:44,10.0,,Midtown,Luke,,14.09,23.8,2,65+,,Hispanic
8vdiqN0_mYAdWD2Tgt1yfA,Customer_9501,2017-01-03 02:33:31,4.0,,Midtown,Luke,35.77,5.98,16.7,2,36-45,Non-binary,
O8aAEncRp_OuZ8qB_gTUlQ,Customer_1599,2016-02-24 00:53:33,4.0,"For all the hype and build-up I received about Luke, it was a little bit of a let down. I had the wienerschnitzel and my friend had the shrimp and grits. My pork was pounded thin and cooked well. It was pretty tender, the panko crust was golden and crispy but could have used a bit of flavor. The wild mushroom ragout was a little lack luster. It tasted heavily of sherry, but had almost nothing else going for it besides a heap full of really amazing wild mushrooms (which was redeeming). The fries are shoestring and thin, and really tasty when they're piping hot, but stale quickly and then get kind of hard and yucky. My friend had the shrimp and grits, which was good, but overly rich even for a typically overly rich dish. We had a beyond amazing meal the next day at Commander's for the same price. Wouldn't do it again. I do, however, hear that their happy hour is great! Good oysters, their raw bar seemed on point.",Midtown,Luke,46.59,8.24,17.7,2,26-35,Prefer not to say,Asian
fp5wWn2CjgsX9RsL4AUAig,Customer_7129,2015-06-22 18:35:20,6.0,,Midtown,Luke,28.87,5.8,20.1,3,18-25,Female,Hispanic
ZNpzUcCd9Ng-A5WSZudTIw,Customer_6511,2012-06-08 06:16:21,,"My boyfriend and I almost didn't make it to Lüke but it turned out to be the most worthwhile stop on on tour of New Orleans. Our server Carl was terrific (arguably the best server we've ever encountered) and helped us navigate the menu to find the best dishes and beverages to suit our desires. 
We shared the fried oyster salad- our first and only oysters on the trip- yum! My boyfriend ordered the skate which was delicate and decadent all at once. I ordered the shrimp and grits which was warm and comforting, exactly what I wanted, I spooned out every drop of sauce that I could. We followed with dessert, I got the baked chocolate mousse which made me completely over the moon- very rich chocolate flavor without the heaviness, and he got the white cake- also very light yet full of flavor.
Unfortunately we weren't able to make it for breakfast the morning after our dinner but have definitely kept tabs on this place to make sure we come back in the future.",Midtown,Luke,34.59,5.92,17.1,1,46-55,Prefer not to say,Other
MsdU9_Vt2MGqCWoFvmdWog,Customer_5351,2018-06-09 15:03:07,,"I thought I had found the world's best chicken and waffles until I went here. What a great place in dt Nola! My friend took me to brunch and she had the omelet and I had a tough time choosing, but ultimately took the waitress's advice and I couldn't have been more pleased. The pepper jelly is so fresh, the chicken is so moist, the waffles are so fluffy, and whatever cinnamon-butter with which  they top the waffles is divine. We also had a dozen oysters on the half shell, so fresh and clean! I couldn't recommend this place more for a really nice brunch experience.",Midtown,Luke,41.0,7.77,18.9,2,36-45,Male,Native American
IvHDQLOhN_17Dwd2TLD_Rg,Customer_2612,2016-02-14 21:19:28,4.0,"Went here for brunch and thought the food was just okay.  Had the shrimp and grits - $24 for five shrimp and an appetizer-sized portion of grits.  Food was a bit over-seasoned as well.  Left hungry and disappointed.  Maybe dinner is better?

Service was subpar for the type of place this is - it wasn't particularly busy but waited about 5 minutes after finishing our food before the waiter came by to even  check if we wanted a coffee refill.  So much for southern hospitality...",Midtown,Luke,28.13,2.8,10.0,3,36-45,Male,Asian
gkRqeZSQNwL5ThXa_maIdw,Customer_5496,2018-06-20 03:43:31,10.0,"Since I'm in town for business and I have an early day tomorrow, i decided to let dinner be my vice tonight and I have found a place that is happy to lead me down thay path.   Luke is grounded on local flavors but throw in some pan-european flair and choices as well.

I started with a half-dozen boiled shrimp from the raw bar.  The shell was a bit tough to peel but the meat inside was sweet and delicious.   They came with an excellent cocktail sauce and a remoulade that I hope to live.long enough to duplicate.  Truly outstanding.

Next was supposed to be a burrata salad but it came out with a complimentary crawfish bisque that the kitchen made by mistake.  I'll gladly eat their mistakes - it was spicy and rich with kernels of corn and chunks of crawfish. 

Then I got to the salad - an unlikely combination of cucumber, melon, tomato, crispy ham (let's just call it really good bacon) and the silky creamy burrata all married in a mile citrus vinaigrette.  A very successful melding of flavors.

I wrapped up with crispy Brussels sprouts and crispy potatoes, two dishes sharing their adjective.  The potatoes are fried chunks, indeed crispy outside and deliciously soft inside, seasoned with herbs and parmesan cheese.  

I don't know why Brussels sprouts have become the It vegetable but im glad they have.  The ones here were finished with some honey and goat cheese, a very nice combination. 

All in all it was a very satisfying meal.  The service at the bar was just the right amount of attention, and the noise level in  the room was convivial but not overwhelming.",Midtown,Luke,,6.2,17.6,3,56-65,Female,Native American
aUxvPtvVM2D9Q2s4Or2lHg,Customer_7647,2018-01-02 16:07:45,8.0,,Midtown,Luke,18.34,3.93,21.4,3,,Male,
5Rgucj7ONfuS_B6L6IUEGQ,Customer_4438,2015-08-09 16:07:33,10.0,,Midtown,Luke,41.89,8.73,20.8,1,56-65,,
-D5dnsfchrUE8xiTmtc7qw,Customer_7843,2015-12-09 20:28:58,10.0,,Midtown,Luke,23.65,3.44,14.5,2,46-55,,Caucasian
J9jMCXuve9j0FrCEnkfH9Q,,2016-01-17 21:49:09,10.0,"Went for my mom's birthday. Our waiter, Kenneth, was amazing. Everything was perfect. They brought champagne to our table as we sat down. Then, it was happy hour til 6 so our choice of cocktails were half price. We ordered the brussel sprouts, which were INCREDIBLE. Then my mom and I split the swordfish and the drum, both of which were insanely good. We also got an order of jalapeño grits -- yum. Then, as if we weren't full enough, they brought us dessert, on the house, for my mom's special day -- a delicious bread pudding with homemade vanilla ice cream. 

Everything was so flavorful and the prices were EXTREMELY reasonable for the serving sizes and quality of the dishes. We will definitely be back. 

Thanks for making this such a great, memorable night!",Midtown,Luke,82.09,13.54,16.5,3,,Non-binary,Mixed
YSLfXXLRDFXdkvUP5AqlNw,Customer_5909,2016-06-25 16:23:38,10.0,,Midtown,Luke,26.19,5.03,19.2,6,,,Caucasian
ACm6EJsm_9R-0KoH49W3gg,Customer_7404,2018-02-03 01:26:51,10.0,,Midtown,Luke,,0.0,0.0,4,,Male,Other
tLmP3inKIxYanRj2TSXX8w,Customer_2527,2016-02-26 05:17:36,8.0,"What a great place in NOLA! We went there yesterday for happy hour and the cocktails and P&J fresh oysters were amazing! I think the four us ate 3 dozen. The wine list was very nice as well. 

Then this morning we returned for breakfast. I had never had shrimp and grits before and it was filling yea, but so delicious. Too bad we are leaving tomorrow.",Midtown,Luke,,8.07,18.4,2,65+,,African American
efgra593vRnEiUdzb0-sdg,,2016-02-24 22:45:45,10.0,"I would just like to commend my waiter, Mr. Tristan. He was very hospitable to my husband and I, he made wonderful reccomendations based on what I explained I was in search of and was very informative of the dishes we were going to be recieveing and what could be expected. Tristan was very very thorough and made sure everything was absolutely perfect, he really sets the standards for wait staff and I can honestly say that he made the ending to our splendid trip to New Orleans that much more special!!! Mr. Besh he should definitely be training all your employees :). Thanks again Tristan and I hope that we shall meet again!",Midtown,Luke,50.74,17.76,35.0,3,,Female,Native American
8bO4PtJonbwpEMx3mYXAoQ,Customer_7731,2016-03-17 22:01:24,10.0,"This place has a ridiculous happy hour! The 75 cent oysters are such a treat, the atmosphere, the creamy crawfish bisque was so delicious I came back for another taste during my trip to NOLA.",Midtown,Luke,54.05,12.13,22.4,2,,Female,Other
FeTDVOxw0N4ymlORVZWABA,Customer_4369,2013-01-03 07:22:07,6.0,,Midtown,Luke,31.91,4.75,14.9,5,,Prefer not to say,African American
e0M3avMssybYLRFCZfLKFQ,Customer_5512,2014-06-14 01:31:10,10.0,"Come during 3 PM to 6 PM!!!! Really. Come during that time frame. I don't care if it's too late for lunch and too early for dinner. Just come!!!!

It's happy hour time everyday during those time. Ever..y..dayyyyyy!!! And what you get for messing up your internal clock for eating? 50 cents oysters.  I had $1 oyster happy hours before but never 50 cents. And not just some cheap oysters, but NOLA's famous crazy meaty P&J oysters. Look at my photo of it. Just look. I have never seen one meatier than these at this size. If you like thinner style oysters, these might not be for you.

And if you want it cooked instead of raw, they have the same thing for $6 for half a dozen fried ones.  I didn't have any of those because I ordered 2 dozen raw oysters for just myself. As an afterthought, I should have ordered less raw just to at least try out the fried but I liked the raw one too much.

Oh yea. They also have half priced drinks during happy hours too but why would you care about that right?

Of course I couldn't just live on raw oysters alone so I started with a small cup of gumbo and because so many mentioned it, I fought internally between their famous burger and what some said was the best Shrimp and Grits around the area. The Shrimp and Grits won out just because it was more of a local food where a burger, no matter how good, is everywhere.

I would pass on the gumbo. 3 stars. Good but there are better around the French Quarters.

The Shrimp and Grits was amazing. The Shrimp was tender. The grits was buttery smooth. There is a nice slightly charred cheesy shell on top of the sauce which I didn't get at the other place. I would say this is my second favorite Shrimp and Grits so far. Just be aware this one is with a slight french twist as per the kind of higher end restaurant that it was so it's less traditional but not far off. 4.5 stars

The staff was amazingly attentive and friendly. The atmosphere as mentioned was slightly higher end but not to the point of feeling snobby. You could walk in with your casual clothes as long as you look decent.

This was probably my best deal during my whole trip. And a delicious one at that.",Midtown,Luke,59.85,17.85,29.8,2,26-35,Prefer not to say,Hispanic
ToUd8xBL4IvfNm05KRezcA,Customer_9043,2011-04-27 08:50:16,8.0,"I Went on a thursday night. It was after 10, so the place was fairly empty. my waiter Greg was attentive and personable. Ordered a bookers bourbon on the rocks. 

They have a prix fixe menu that they call ""express meals"" , its your choice of soup the entree of the day and choice of dessert. The brisket sounded delicious so I went for it. And since I was already going kind of Jewish, I decided to get the matzo ball soup with it. 

The cup of soup had quite a bit of broken up matzo ball in it. It was  well made and light. The broth was good, not as good as mine but whose is?

The brisket was tasty and delicious and a very reasonable portion with tiny carrots and potatoes in an good broth.

For dessert I had Bread pudding just like every where else I was in New Orleans, again an excellent example like everywhere else i went in New Orleans.",Midtown,Luke,52.48,8.74,16.7,3,56-65,Male,Hispanic
-v7fM14rf8IkQ38ZOFp5qw,Customer_5873,2013-10-27 17:34:40,8.0,We ate here for breakfast and the pancakes with pecan butter were awesome! My husband had the eggs in a jar and they were good as well- actually were served in a jar. The coffee was one of my favorites - freshly pressed and delicious! I would definitely recommend Luke!,Midtown,Luke,31.18,7.88,25.3,3,,Female,Other
h5CYUlhmqnCLc-ryEPVHlw,Customer_4005,2012-10-11 16:39:39,6.0,,Midtown,Luke,53.02,6.85,12.9,2,18-25,Prefer not to say,Caucasian
1_x1F-qOcD2uPzIwuEtajg,Customer_2093,2018-07-09 21:53:46,10.0,"Luke's is awesome! If your looking for some place that's a bit fancy but still has friendly vibe, this is definitely the place! I had the shrimp and grits and it was awesome!! There's a drink named something 75 that'll give you the right amount of tipsy for the meal and the hummingbird cake was worth every bite. Definitely a bit pricey but it works well for a group of friends or a fun date. Word to the wise, make a reservation!!!!",Midtown,Luke,94.78,13.43,14.2,5,65+,Female,
pcYY_Y1gpOqjQK6RRqjHRw,Customer_9264,2014-09-11 04:48:20,8.0,"Right downstairs of the Hilton and across the Intercontinental, it's a spacious restaurant that seems good for locals and tourists alike. Went the first night for dinner and I have to say it was alright. Maybe cos I'm a native New Yorker where options are endless and there are quality restaurants everywhere. Service was a bit lacking for a Monday night where the restaurant was about half full. 

A lot of other patrons ordered the schnitzel which was humongous. Our entrees of blue crab cavatelli and shrimp n grits were very flavorful. The ragout lamb pasta however was a bit of a disappointment. It wasn't bad but wasn't great either. The presentation of it didn't help either. However, we came back the night after for solely the happy hour 50 cents oysters!!! That is unheard of in NYC so we had to try it. It was shucked more clean, but the flavor wasn't as great as the other famous seafood chain that starts with a D and rhymes with Lego. However, you can make reservations here. Three dozens came in a matter of minutes so this is worth a stop.",Midtown,Luke,,2.52,9.1,1,,Prefer not to say,
05_TyL2P0ItZFq2M0jKJqQ,Customer_8567,2015-04-06 17:38:35,,I had a lovely breakfast here! I had an omelette and it was really light but also very tasty. The waiter was really nice that he was able to get me potatoes on the side instead of salad. He was also attentive and made sure to refill my hot water throughout. My friend ordered a frittata and it was delicious. It was quiet and a great spot to catch up with your friend!,Midtown,Luke,35.45,2.98,8.4,1,,Prefer not to say,Asian
K61ENMIMgJzz13Qnh0aXwg,Customer_8606,2014-10-27 19:40:13,4.0,"The only reason they get two stars is that when we mentioned the 2 entrees we ordered were barely lukewarm, they took them off the bill.  Otherwise it would be one star.

We went with another couple, ordered wine and appetizers, which were alright but unremarkable.  All of the staff seemed frazzled and disorganized, stuff kept being dropped all over the place.  After we were served the entrees the waitress didn't check back until we called for the bill.

That's when the other couple and my not-shy wife complained, and the manager came over and apologized and did the right thing.

We ate at another Besh restaurant nearby, Domenica, the night before, and it was outstanding.  Go there instead.",Midtown,Luke,52.04,9.32,17.9,1,18-25,Male,Asian
GPRYTSpsnqtZyGUKE__lYg,Customer_1295,2017-12-18 05:09:44,10.0,"Yum!!! Our servers were Gary and Kevin. They did a great job taking care of us. They patiently answered all our questions and were super attentive to our needs. The gnocchi ricotta is really good! The vegetarian pasta (off menu) was really good. It's seasonal vegetables so that can vary, but it was full of flavor and the sauce was freshly made. My significant other ordered the burger. The burger was really heavy, but tasted good. The fries were crispy on the outside and soft on the inside. Next time we would plan better so we have room for dessert!",Midtown,Luke,27.35,6.9,25.2,3,26-35,Non-binary,Hispanic
B7e_3ukOGrkrzFk9UjU5Ow,Customer_3514,2010-05-23 23:00:15,8.0,"Ate there last nite.  Called at 3:30 trying to get a table for 2 at 7, but had to take a 6:30 (next available was 9).  Pleasant, casual, bustling brasserie.  Raw oysters packed with ice sitting on the bar give you a feel for the place right away.  I had the gumbo which had a smooth broth with a nice kick to it, though I wasn't expecting the shells in it.  (What can I say?  I'm not a native!)  The redfish was nice, but may have been nicer with the crabmeat extra.  Wine list had a nice French flair.  Service was attentive (perhaps too attentive?)  $40 for scotch, soup, entree, and 1/2 carafe w/ tip.",Midtown,Luke,24.67,3.83,15.5,2,26-35,Female,Caucasian
gQWBtINRCCc5ovn6uxc4Zg,Customer_9566,2015-10-23 14:53:43,,"Picked Luke's for brunch on a Monday. Located in the business district you can come casual. Highly recommend the fried chicken with red beans and rice; it's like a spoonful of heaven in your mouth; smoky, bacon, maple, Tabasco, crunchy chicken skin all merge together to create an orgasmic effect. My wife's gumbo was a good authentic New Orleans gumbo, with a caramel like brown rue. The okra was a little stringy. We enjoyed a dozen oysters with our friends, they were awesome- fresh, clean, light smell of the sea, and shucked properly. All in all would go back to enjoy more!",Midtown,Luke,51.96,10.24,19.7,4,65+,Male,Other
723wRU6oqZQyQfKO8XCzPg,Customer_4305,2016-05-22 21:08:11,,"Everything was wonderful. The service, the atmosphere, and the food! All the food! We got the stuffed oysters, spring blossoms, Brussels spirits and the flammenkuchen for appetizers. Every one of these are even better than the other. Even the bread and butter they give you at the beginning was fantastic. Then I got the creole tomato salad before my entree. Y'all. I can't even express how dreamy this salad was. The sugar cane vinaigrette, the huge creole tomatoes and the Burrata cheese! Oh my goodness. I didn't want the salad to end. I got the almandine for my entree which was very tasty. Even the vegetables that came with it we're scrumptious. Then dessert! We tried the chocolate pecan tart, strawberry cheesecake and bread pudding. Wow! Sooooooo good. Our waiters, Kevin and Rich were awesome! Such great service to top of the wonderful night. I loved it and want to go back ASAP.",Midtown,Luke,,8.66,35.0,2,,Female,Hispanic
hbZ076fvzFZvXjKYJmg5-g,Customer_2035,2012-10-12 12:47:45,6.0,"Positives:  We had the gumbo and fresh gulf fish--excellent.  The veggies were perfectly cooked (my wife still can't stop talking about the brussel sprouts).

Negatives: The waitress was in a bad mood and my seat was right under the A/C vent.  I got so cold, I sat on the bench seat by my wife and another diner.

Food:  5 stars
Service: 1 star",Midtown,Luke,,5.19,12.6,2,18-25,Female,African American
J6BX0GbS7GfsxRx7gpmxyA,Customer_4393,2018-07-17 01:54:44,10.0,,Midtown,Luke,23.17,8.11,35.0,2,46-55,Male,Asian
fnMdCom4AFvLrgLG2zXx4g,Customer_7376,2013-06-25 03:46:22,8.0,"Ok so I had never been to Louisiana before and I was so close on a work trip that I had to come down. I looked up on yelp top rated places to eat and this place had by far the most reviews with 4+ stars. I knew it wouldn't be cheap but by he rating it wasn't as high as others close by. I loved that I could do a reservation through the app. Anyways I ended up ordering a jalepeno cheese grits, shrimp, hand made sausage etc. it was super delicious. I also knew I wouldn't get full off these types of portions and I also ordered the crawfish bisque and it was fantastic. You get some sourdough bread complimentary as well. Nothing great. Overall it was wonderful and I loved the city.",Midtown,Luke,17.81,2.03,11.4,4,26-35,Male,Native American
OkI3LId_BKOBlhGYltRbAw,Customer_9185,2017-06-28 02:58:43,10.0,I visited New Orleans this past weekend and visited Luke for the happy hour on Sunday. Oysters were 75 cents from 3-6 pm - woohoo! We ordered as many as we could handle. They were fresh and absolutely delicious. The service was excellent. Tip: sit at the bar during happy hour and get a vip view of the oysters being shuck. Loved this place and would definitely return - not just for the food but the service!,Midtown,Luke,25.06,0.0,0.0,5,,,African American
KrrsWNEbUVftH56zkEQ36w,Customer_3177,2014-04-26 20:32:32,8.0,Happy hour rocks. 50 cent oysters and a good selection of drinks half off. Daily 3-6. Only reason it didn't get 5 stars is the service kinda sucks (and this isn't he first time). But for the prices I can handle the service.,Midtown,Luke,,10.05,17.4,2,,Non-binary,
7DrPkTuVpXPY7FWAAU_ojA,Customer_4808,2012-05-09 20:31:24,8.0,,Midtown,Luke,,8.88,21.5,4,65+,Male,Asian
rQtSDj6MDM_oP0hWHTWniw,Customer_4990,2013-03-25 04:41:57,10.0,"John Besh is fast becoming my New Orleans foodie-crush in the same manner that I casually stalked Rick Bayless (pre-top chef days) while living in Chicago. These men can cook, create a menu, make the world whole once again. 

Rarely do I find a restaurant at which each of the three courses is executed in such flawless fashion. I started with the local oysters, which were some of the largest and sweetest I have ever tasted. I didn't even long for the mignonette which I have become accustomed to in New York; they required no added flavor besides the simple squeeze of a lemon. An order of peel and eat jumbo shrimp came on the same ""plateau"" and I couldn't have been happier. Possibly the most incredibly fresh and meaty shrimp I have ever had. For the entrees, I ordered the shrimp and crab étouffée with fennel, saffron, and tagliatelle. This dish was rich and garlicky, but well portioned and perfectly balanced. The sauce was neither too thick nor too thin and acted as a nice compliment to the chunks of blue crab. I also tried some of the pork shank with sausage and house made sauerkraut. Now, sauerkraut is not something I'll usually write home about...it's more of a garnish or a faded memory of German home dinners to me. But this was different! It wasn't overly vinegary and had an almost sweetness that accompanied the meat instead of overpowering it. The pork was briny and fall off the bone tender, and the sausage (with a cherry mustard) was ground and packed so finely; almost the smooth texture of bologna, and amply spiced with nutmeg (perhaps even a bit TOO much nutmeg).

I tried to resist dessert, but then I saw pecan bread pudding with ice cream and caramel and accepted my impending pant-size-up, plus coffee (with the freshest cream I've ever witnessed tableside). The bread pudding was soft and cinnamony, with sweetened pecans and the buttery thin caramel that just all melted in your mouth. No regrets (and I don't even normally eat gluten).

I also ordered a sazerac. This led to no disappointment. In fact, the drink was so smooth, had I been feeling like getting into a bit of trouble, I would have had a few more.

As a note: yes, I DID come back here again during my short 4 day trip. It's that good.",Midtown,Luke,35.16,5.92,16.9,3,,Female,Mixed
sC5C7KlRvY-8a22olx2Mrw,Customer_8270,2017-06-08 19:57:33,10.0,4.5 review for happy hour.  The 75 cent raw oysters are surprisingly very good for the price.  Been to tons of oyster happy hours all over the US and this was probably the best one.  The fried oysters were hot and delicious.   Pate was a good balance of flavors. Cocktails were on point.  Brussel sprouts were okay but hey you cant please everyone with everything.,Midtown,Luke,22.87,2.51,11.0,4,36-45,Female,Native American
Biz7DIHIGadD9sGrAat0eQ,Customer_5726,2017-11-08 02:27:19,10.0,"Great staff. Awesome food! 
Even without a reservation, we didn't have to wait for more than 10 minutes for a table for 2 on a busy Friday night.",Midtown,Luke,35.25,7.97,22.6,4,26-35,Non-binary,Mixed
S6ri5r1il9V3BE7ioDQW6A,Customer_4644,2013-05-08 19:11:11,10.0,,Midtown,Luke,,7.15,16.1,3,46-55,,Mixed
Juz-2Ip8yxIx0bEEf-sHzw,Customer_1853,2014-05-10 02:32:04,10.0,The absolute best part of my trip to New Orleans. I'm honestly still dreaming of the Luke burger. The staff was really lovely and the atmosphere charming. All around amazing place,Midtown,Luke,,15.79,20.4,2,26-35,Female,African American
LFlznwE--c5ihCWSEQSeuw,Customer_2280,2017-10-26 02:23:16,10.0,,Midtown,Luke,22.02,2.82,12.8,1,,Non-binary,African American
30NhLcomHTXBRoXY8Cw36w,Customer_8344,2011-09-25 20:00:29,10.0,"If you are willing to walk 3-4 blocks on the other side of canal... You will not be disappointed! Best place to eat so far!! Highly recommend!!  My husband and I enjoyed it so much that during a 5 day stay, we ate there twice!  Inexpensive dinner- total bill (for 2 people) minus alcohol $50.",Midtown,Luke,50.77,0.0,0.0,2,36-45,Prefer not to say,Hispanic
89O56x2o6VYjjsk6uGgg5Q,Customer_8101,2017-01-04 19:03:52,8.0,"Bread that they serve before the meal is warm and excellent. I ordered the Court-Bouillon that came with a soup so I chose gumbo because it was my first time trying it. I was disappointed by the portion because it was a tiny cup that was priced at $7.50 normally. The Court-Bouillon was good and J was able to try some local staples all in one dish including the region's popcorn rice and some fresh seafood. I also ordered the Lüke burger medium well which was cooked perfectly good but not outstanding in any way but did come with some pretty well seasoned fries. Lastly, I ordered the fried quail that had a really good balance of sweet and savory because it had a honey sauce but had a gaminess to it with the quail. The peppers were also a good garnish because they were also in the honey sauce but the whole dish was well balanced and of course the quail was cooked well and crispy. Waiters were friendly and I was pretty satisfied with my experience but the portion sizes were a bit smaller for the price which is on the upper side of $$(yelp price point).",Midtown,Luke,37.02,9.89,26.7,2,,Prefer not to say,Caucasian
icQmsB5hxWG7a18CQMxjuA,Customer_9801,2015-10-26 16:35:47,10.0,"Visited this restaurant  because of the great reviews seen on yelp, it totally lived up to every word. 

We came in at 1030am for brunch. I ordered the shrimp and grits which was DIVINE! My friend ordered the Southern  breakfast with a side of mimi's pancakes.  This was also delicious and the bacon was cooked to perfection, crispy and smoky..

We had Mimosas to top it off and quench our thirst. Overall, the atmosphere  was cozy and our waiter Thomas was attentive enough but not intrusive. We will definitely  come again and would recommend it to anyone visiting  NOLA.",Midtown,Luke,24.55,2.87,11.7,1,65+,Female,Native American
zwi5cuM8psj-bYgEkKK63g,Customer_6459,2016-09-06 04:55:52,8.0,"I really like this place a lot. We originally came here to check out the brunch menu but we arrived too early and only the breakfast menu was available. We got the sausage biscuit which was alright... I don't think it was anything special or worth the price tag. We were so disappointed with our limited options that we decided to come back to dinner the same night. We got the stuffed oysters, pâté, burger and fried oyster salad. The stuffed oysters have definitely been the best oysters I've had in NOLA thus far... Or ever. He pâté was also delicious and one of the best I've ever had. I didn't try the burger but it looked perfectly cooked. The fried oyster salad was such a let down. The fried oysters were not good. It was more batter than oyster... And overly seasoned in my opinion. The best thing about the salad was the avocado...
The service was great and food came out speedy. I would highly recommend coming here for the oysters and pâté alone!!",Midtown,Luke,36.9,3.82,10.4,3,,Female,African American
P0bGvOqZHxEKw5OfPsmNfQ,Customer_7628,2016-07-16 00:42:34,10.0,,Midtown,Luke,17.58,6.15,35.0,2,65+,Non-binary,Other
IikBannjWg-uX1LhBTruWg,,2013-02-22 01:52:32,4.0,"I was really excited to eat at a John Besh Restaurant, better yet it was right in our hotel, unfortunately our experiences (multiple) did not live up to the hype. We did have attentive and engaging wait staff but I just expected more. 

Our first try at Luke was for dinner on my birthday... My Etouffee was great, my date's steak was over cooked and possibly expedited wrong, as it took mere seconds for them to return with a medium rare steak. Unfortunately it came back out over salted but he opted not to send it back again (I don't blame him). 

I really wanted the bread pudding with pecan sauce just didn't have room, so ordered it via room service the next night and again was under whelmed again, it arrived only slightly warm with the ice cream completely melted (they were in separate containers). 

On our last day in town (Friday) we wanted to give it one more shot since it wasn't Mardi Gras and life seemed to be returning to normal... court-bouillon was okay, however the chicken on my salade de poulet grille, was almost raw, that's right, barely cooked chicken on my plate! It got corrected quickly and round 2 was good but REALLY... RAW chicken!",Midtown,Luke,26.39,9.24,35.0,6,56-65,Female,Asian
c2sXLwfProogVfkqYY3UNA,Customer_9005,2015-11-10 01:24:44,10.0,,Midtown,Luke,58.33,16.59,28.4,2,36-45,Male,Other
c5aPNFCFIMpXuEca8105mg,Customer_1462,2015-02-03 18:33:08,,"When I was looking for dinner options in NO and came across Luke, I got excited in learning it was a John Besh restaurant! I am a big Top Chef junkie so I was really happy to have the chance to dine here while visiting NO for a day. Even better, it's a casual French restaurant (hubby likes casual, and I like French!). 

The service here is friendly and efficient. I wish the complimentary bread was warmer though. We started with a cup of the crab bisque, baked oysters, and the Flamenkuchen. Crab bisque was to die for. I especially loved the little kick it had. Bake oysters were also incredible. The Flamenkuchen, while highly recommended by other Yelpers, we thought it was okay. The flavor was nice but if the onion was warmer or closer to room temp, it would have been better. It was on the cooler side. 

For entree, we split the Steak Frites. We weren't given steak knives, not sure if we were supposed to or not, but we didn't even need them. The steak was so tender and juicy that it could be cut with a butter knife :)  Because we split the steak, they gave us each an order/side of fries. It was too much! but so wonderful at the same time. 

We also had a side of the jalapeno grits. Amazing! So creamy and delicious. Probably means it's so bad for you :)

For dessert, we split the bread pudding. I was so stuffed by now I couldn't finish, but hubby happily downed the rest on my behalf.",Midtown,Luke,68.46,4.34,6.3,3,65+,Female,Native American
KraJtOtThVQ3rFeJlPEP_A,Customer_3644,2016-09-10 00:10:46,6.0,Good food at a price. Went here with our daughter and had great drinks.  The sazerac cocktails were excellent as were the Brussel sprouts. The shrimp etouffee and hamburger were good but not screaming great. Service was professional but not the normal NOLA friendly. Overall I would go back but there are better less expensive restaurants in NOLA with warmer service (Elizabeth's and Jacques-Imo's).,Midtown,Luke,22.67,4.69,20.7,2,,Male,Other
jisOsSnXqsx5F-JFQWQHvQ,Customer_7929,2013-01-05 14:59:43,6.0,,Midtown,Luke,58.15,9.76,16.8,3,46-55,Non-binary,Native American
ULceC6Vs8EqYCxGF3wb6sQ,Customer_2456,2015-08-10 02:02:15,10.0,,Midtown,Luke,21.08,3.89,18.4,3,,Non-binary,African American
tRIFCG-v4ixTWcZtzF789g,,2014-04-21 01:49:08,10.0,,Midtown,Luke,,4.16,14.1,1,46-55,Male,Hispanic
1O59uEdyX7pxnKlfmN1nxw,Customer_3795,2018-01-10 02:13:45,10.0,Continues to be my favorite. Recently went to get the seafood tower which was ah-mazing. A lovely dinner splurge. Ask for Rich! He's the best. The epitome of southern service.,Midtown,Luke,21.27,4.52,21.3,2,26-35,Female,Asian
1pcmpSAtOpoktmZUkp5B5Q,Customer_4292,2017-12-30 16:27:53,6.0,I had the shrimp and grits and they were just okay. We went at prime brunch time on a Friday and the place was pretty empty which should have tipped us off. The service was good but I wouldn't make it a point to come back here.,Midtown,Luke,32.76,6.19,18.9,2,26-35,Female,Native American
